100
-99,14, 7,15, 5,26, 5,14,19,22,14,16,24,27,27, 5,10, 3, 6,27,14, 5, 5, 5, 9,10, 5,18, 6,20,14,26, 5, 4,25,10, 2, 1, 7, 4, 6, 5, 3,14, 3,13,18,24,15,24,23,13,12,11, 1, 5, 4,17,22, 9, 9, 7, 6,25,10,14, 6,23,27,25,10, 4, 1,13, 1,15,25,19,10,24,26,16, 8, 9,26, 8,13, 1,24,18, 9,16,24,27,13,18,24, 2,12,-99,
-99,22,26,22,10,26,18,10,12,14,28,22, 9, 9, 9,28,18,19, 7,14,19,15, 4,12,14,11,22,26,12,17,28,24,23,25, 1, 4, 7,18,25,18,30, 9,23,24,17,16,23,18,18,14, 4,20,12,19,15,30,13, 8,23,25, 9, 6, 4,15,14,16,18,20,17,14,22, 3, 6,28,26,23,27, 5,12,16,18,27, 8, 1, 1, 6, 9,14,14,15,22, 6,20,25,20, 6,24,21, 9,-99,
-99,12,18,14,14,24,14,24, 2,12,28,25,12,17,24, 3, 1, 8, 8,21, 5, 5, 8,26,22,11, 6,13,28, 1,17, 9,24, 7,22,10,14,19, 5,15,15, 4,11,26, 4,18,12,16,26, 3, 8,30, 8,27,12, 1,10, 1,26, 9,14,14, 1, 9, 4,23,18,17,25, 6,15,11,21,10,20,24,27, 3,23, 8, 6,15, 6,25,13, 1, 9, 6, 1, 6,15,14, 4,15, 7,19,21, 8,20,-99,
-99,18,14, 6,30, 6,27, 4,14,10,18, 8, 1, 7, 6, 6, 3, 3, 6,12, 8, 7, 1,22, 4,16,21,22, 7,13, 2,26,14,15,15,26, 4,26, 1,17, 7,18, 9, 7,25,14,13,11,16, 2, 6, 8, 8,19,13,24, 6, 5,17,24, 2, 2, 5,27,16,20,24,20,17,24,20, 7,26,28,13, 6,26, 9,16,25,11, 6, 4, 2,24,17,25,13, 5,26, 9,18,30,13,17,27,16,12, 2,-99,
-99, 4,20,21,10, 1, 5, 7, 6, 2,15, 5,10,25,22,14,27,17,14, 7, 2,30,16,10,20,27,22,20,25,10,15,26,25,18, 2,19,18, 6,25, 7,19,23,24, 1,20,17,26, 2, 6,23,20,19, 8, 8,28,27, 6, 5, 2, 2,26,17,11, 7, 6,24, 9, 8, 2,17,14, 4,11, 9,16,14,10,25,15,15,19, 7,17,11,26,28, 9, 3,16,23,16,26,11,10, 4,28, 5,12, 7,-99,
-99,18,12, 5, 6,22,25,21, 8, 6,18, 6, 4,20,24,20, 2,21, 3,23,23,19, 1,22,16,11, 3,19,22,20,14,13,21,25,17,26, 2,25,19, 9,15,20,27,18,23,22,22, 9,15,24,15,21,26,15,27,30, 9,13,15, 2, 4,12,14,25,20,14,22,22,11,24,14, 9,27,12,26,22,18, 3,14, 4,11,28, 8,20,26,18, 5, 6, 3, 3, 7, 6,15, 5,14, 6,18,20,27,-99,
-99,12,27,13,20,26, 8, 2, 3,25,16,16,12,10,27, 4, 2,24,21,18,13,23,20,19,13, 6, 7,26,12, 9, 1,22, 4,28, 6,24, 9,26, 9,11,22, 8,10,18,18,20,21, 3,15,13,20,27, 8,11, 1,20,17,20, 1,12,28, 2, 5, 3,13,23,10,21,20, 2,15,25,30,24,14,11,15, 6,13,13,19,30,23,26,26, 7, 1,14,26,13, 9, 9,26,14,12,10, 8, 5,14,-99,
-99,27,19,28,23,12,23, 9, 6,21,14, 2, 5,16,17,27,25,14, 6,25,12, 3,22,20,12,19, 5, 7,13,24,23,26,22,25,26, 1, 8,20,21,13,13,18,14, 1, 6, 2,28, 2,28, 5,11,23,19, 4,14,14, 6, 3, 4,18,26,11,16,20, 7,13, 4,27,16,24,11,12,13, 9,13,18,22,24, 4, 5,12,26,27, 2, 1,13,28, 6,15,15,24,24,25,23,27, 4, 7, 2, 2,-99,
-99, 6, 9,24, 2,22,16,14,23,22, 9,10,26, 4, 7,25,17, 7,21,16,25,19, 3, 4,14,11,10,30,26,28,26,11, 5, 7,19, 6,12, 6, 3,18,11,23,28, 9,26, 6,17,15,25,21,14, 5,23,28,20,20,11, 1,16, 8,28,26, 3,16,16,21, 6,27,10, 8,28,21, 3,27,13,12,17, 1,26,25, 5,24, 1,27,23, 4,18,17, 4,18, 9,15,15,11, 2, 2, 3, 7,12,-99,
-99,12,27,11, 4,13,10,28,24,10,28, 6, 6,16, 1,18,26,23,21,16,24, 8,17, 4,22, 3,14, 7,16,16,14,27,11,24, 9,27, 8, 2,26, 3,23,10, 8,28,25,20,17,23,15,30,22,22,28,10,25,21,24,10,28,11, 9,25,21,19,20,13,17,27,27,27, 1,21, 8,21,21, 4,12,21,10,10,14,15, 3,13, 8,27,18, 3,20, 1,25,28, 9, 1, 3,28,14, 3,10,-99,
-99,12,30,22, 4, 8,14, 8,24,10,13,17,19,10, 4, 6, 6,11,16,23,26, 8, 7,22,19,15,23,21,14,20, 8, 7, 3, 8, 1,18,28,26,10, 7, 7, 6,23,26,15,26,15,20,21, 2,30,18, 9, 5,23,12,20, 1,16,17,20,23, 8, 6,15, 8, 8,14, 5, 1, 4,12, 6,26,21,20, 8, 7,23,12,20,21, 1, 1,10, 7,24,13, 8,11,13,11, 6,20,17,20,27, 8,17,-99,
-99,16, 8,20,27,25, 1, 3,28,20,30,22,30,12,27,15,24,20,22,30, 4, 1,14,16,23,19, 8,23,22,18, 2,22, 5,21,13,15,17,25,17,28, 1,21, 6, 3,17, 4,18,12,23,23,15,10, 7,28,25, 1, 2,16,24,23, 6, 9,16,10, 2,12,25, 2,20,25, 2,20,18, 7, 7, 6,22, 8, 1,28, 2,27, 9, 8,10,17,20,11, 5,15,17,22, 8,16,15, 9,11,11,22,-99,
-99, 3,20,23, 6,21,13,12,10, 6,19,22, 5, 4,21,25,23, 2,14,15,25, 2,13,13,23,20, 1, 9,12,11, 4, 6,25,23,12,15,27,25,26,20,14, 1,13, 3,16,17,27,11,19,24, 9,15,25, 5,27,19,25,11,28,20, 6,15,25, 2,21,21,16,19,17,26,10,14,10, 6,16,25,23,15,19,13,10,11,11,19,16,21, 9,24,16,20,15,21, 6,24,22,26,16,22,28,-99,
-99,16, 3,21, 1,12,27,17,20,21,15,23,17, 8, 5,11,26,20, 3, 7,15,18,10,14,10,16, 9,16,25,24,21,25,11,30,17,11,18,27,11, 9,19,25,15,19, 5,20, 1,14,11,16,20,10, 5,14,23,27,13, 3,26, 9,10,18,17, 4,24,30,14,13,16, 9, 5,19,17,20, 9,21,11,22,19, 5, 9,10,26,25, 7,20,23,19, 6,30,12,15, 5,28,18,28, 1,16,24,-99,
-99,17,24,13,19,12, 4,11,17,26, 4, 7,14,12,28,12, 9,19,15,15, 9,21, 3,20,19, 7, 4, 9,19, 4, 8,26, 4,15,10,22,10,13,17,26,22,20,16,20,16,28, 3, 8,18, 1,22,10,21, 8, 2,12,15, 5, 4,17,20,11,14,24,25,24, 1, 6,20,17,16,26,21,15,17, 8,14, 3,15,15, 3,20,25,24,12,10,19,10,14,22,26,17, 4,11,24,12,18,25, 1,-99,
-99,22,25,16,19, 1,15, 7,20,12, 9,18,27,11,22, 7,18, 5,16, 8,14,13,13,11, 1,28, 5,25,11, 7, 5,12,28,13,11,18,14,25, 8,17, 9,28, 7,19,22,28,25,12, 4,12, 3, 1, 8,16,23, 8,27,11,16,10,17, 4, 5,16,17,15,17,14,24, 8, 2,16, 7,20, 6, 1,19,14,24, 6, 9,26, 6,16,25,28, 7,24,11,23,17,11,26,21,11,26,19,27,11,-99,
-99,26, 7,25,25,13,16, 2,25,19,27,20,24, 7,18,14, 6,26,13,13, 5, 7, 7,21,18,16,25,28,14,28,10, 8,25,28, 4,22,25, 4, 7,21,22,18,13, 1,24,14,14, 2,23,11,14,28,17, 4, 4,18,19, 1,17, 4,28,11,24, 8,10,11,13, 6,14, 4,27,19,21,23,20,28, 8, 5,13,14,15,26,13,16,13,17, 5, 4, 1, 6,19,12,16,14,19,25, 9,30,15,-99,
-99,22, 7,25,25,11,19,16,10,10, 4,23,23, 3, 4,20,18,17,20, 6, 4,20,11, 6, 3,10, 4, 5,19,12,20, 5,17,10, 1,13,20, 3,28, 2,24,16,24,18,18,11,21,19,27,12,24,14, 3,19,20,17,28, 7,22, 2,18,25, 6, 6, 7,18,19,26, 4, 2,11,27, 1,18, 1,18, 1,21,20,11, 5,28,25,19,18,28, 8, 1, 6,13, 3, 7, 9,20,24,27,22,26, 9,-99,
-99,25,12,19,24,12, 9,24,14,21,28, 5, 3, 4,16,11,23,17,22,14,18,11,10, 4,17, 2, 7,25, 1,28,22, 9, 9,17,11,16, 1, 3,23,14,23,22, 2,10,26,18, 4, 4, 6,26, 1, 7,20,22,22,21,23, 1,17, 7,12,22,15,20,11,26, 7,23,28, 1, 8, 7, 7,21,28,16,22, 3, 3,28,12, 3,18, 4, 8,12,24, 2,24,24, 9, 7, 1, 7,27,11, 4,17,17,-99,
-99,16, 2,24, 6, 8, 1, 5,30,22, 7, 9, 5,19,23,23, 6, 2, 6,13, 3, 1, 8,23,19, 8, 2,17, 3,17,18,19,16,19,27,21,10,11,25,16, 4,16,24, 9,18,18,15,23, 3, 4,19, 5,16,10,12, 6, 1,25, 7, 3,13,24, 6,13,26,16, 5,19,26,14, 6,13,13,13, 5, 2,14,19, 8,16,22,26, 4, 9, 7,15,15,19,11,21,22, 8,28,11, 4,25,10, 8,15,-99,
-99, 7, 5, 4,19,17,28, 8, 2,13,26, 9,28,20,18,15,12, 8,14,26,27,24, 2, 4,15, 1,26,18, 9, 7,10, 7,25,26,10,27,27, 9, 6,28, 5, 4,21,16, 7,22, 3,18, 2,16,28,12,23, 1,27,22,14,24,11,22,14, 4, 1,10, 2,22, 8,28,15,14,11,19, 1, 3, 7, 7,25, 9,24,10, 8,23, 5, 2, 8, 3,23,21,10,18,26, 7,21,10,16, 6, 4,23,17,-99,
-99,18,20,28,20,20,14,26,26,22,18, 6, 3,25,28,19,27, 7,21, 5,11,14,22, 9,20,27,18,19, 4, 5,26, 5, 6,17, 4,26,21, 1, 7,18,23,25, 7, 9,21, 7,28, 3,25, 4,20,20,18,13,28,21,23, 1,12,11,18, 9,15,23, 9, 2, 4, 1, 2,23, 3,24,19, 9, 5,23,27,16,10, 8,19, 1,27, 8,25,26,13,20,10,24,14,27,16,28, 6,24, 1,21, 9,-99,
-99,14,15,11,22, 5, 3,26,12, 2,25,21, 9,15, 5, 7, 7, 1,16,19, 4,25,26,17, 8,25,28,13,20,12, 5,12,26, 4, 6,19,20, 9,28, 3,22,24, 7, 2,10,23,20,28, 8,19,18,11,15,27,12, 6,23,11,18,27,23, 7,10, 4,22,30,22,13, 8, 5,28, 1,12, 6,14,21, 1, 5,21,20,23,22, 2,21, 5,25,27,27,20,28, 9,26,18, 3, 1,11, 2, 6, 8,-99,
-99, 9,10, 7,21,21,12, 6,25,24,10, 1,15,16, 7, 1,20,11, 9,30,21,28, 2, 2,25,19,16, 9,14,17,14,21, 9,23,27, 1,27,22, 6,24, 2,30, 8,28,14,14,12,17,24,21, 7, 1, 4, 8,14, 1,10, 1,21, 7,17, 7,27, 9,13,25, 9,12, 3,26,19, 4,24,26, 3,21,12,15, 9,19,19,27,19,22,18, 4, 6,28, 4,27, 6, 4,17,17,24, 1,25, 4,12,-99,
-99,27,13, 2,14, 8,28,17,12,23,15, 5,13,17, 3,16,30,21, 3,28, 4,19,10,21,22,26,21, 2,26,18,17,10,28, 2,23,14,21, 6, 2, 5,12,28,21, 9,16,23,24, 9,27,26, 8,14,16,17,19,22,14,11,23,24,12,23,17,12,24,11,25,17, 1,10, 5,12, 9,25,20, 8, 3,15,16,14,25,24,11,24,24,13, 1,22, 8,23,17,19, 2, 5, 2,25,27,10,25,-99,
-99,11,19,13,23,27, 9,14, 6,24,13,22,21,21, 1,15,16, 8,28,17, 1, 7,23, 1, 9,24,17,23, 5,28, 4, 1,10,23,14, 4,21, 6, 2,11,13,26,16,17,18,28, 4,17, 7,15,17,20, 5,24,20,13, 3,21, 7, 7,30,11,20, 1,17, 5,17,21,22, 2, 3,19,11, 2, 7,12, 1,22,28,20, 8, 1,11,24,24,14, 9,26, 6,27,17, 9,21, 8,22, 9,24,22, 2,-99,
-99, 1,23,16,19, 5,18,10,16, 2, 3,27, 5,11,11,15,18, 6,13,10,16, 2, 9,16,23,13, 7,16,22, 2, 9, 7,14,15,22, 5, 3,23,14,18, 9,28,28,13,10,11,12,12,28, 8,21,27, 9, 1,14, 3,26,20, 2, 3, 5,10, 9,19, 8,14, 7,10,21,20,11, 1,19,11,25,13, 5, 8, 8, 4,15,28, 3, 8,13,28,10,10,20,24,12,24, 5, 4,26,13,17, 4,22,-99,
-99,21, 7,17,21,10,27,18, 6, 3, 9,13,18, 8,12, 4,15, 8, 4, 8,17, 7, 3,28,14,20, 3,12,16, 4,27,21,24,18, 9, 1,27, 7, 2,16,21,10,28,23,17,23,26,15, 3,13,23, 3, 3, 9, 3,17,28,17,12,15, 4,22, 8,28,11,16,12, 9, 7,13, 8,27, 6,19, 5, 7,14,15,21,28,27,27, 2,14, 8,16, 2,19,17,25, 6,20,18,25, 3, 1,12,14,21,-99,
-99,18,10, 1, 1,16,19, 5,30,16, 3,30,27, 2, 9, 1,15,16,28,28, 6,16,24,23,20,25,19, 6, 9,15,20, 2, 4,13,14,16,12,16, 5,17, 4, 7,15, 2,20, 7,14,18,30,26,17,11,25,24, 6,16, 5, 8, 6,13,22, 9,26,10,21,11,25, 5,27,13,21,14,20,19,27,11,25,25,13, 2,22, 1,13, 2, 9, 2, 2,25,21, 7, 9,15,15, 7,24, 7, 1, 4,23,-99,
-99,27,17,16,24,20,18,23,14,27, 3,26,28, 8,11,24, 9,19, 9,10,15, 2,28, 7,16,14,25,23, 5,26,26,11,24,26,10, 4,17,28,10, 3,26,12,28, 9,19,10, 5,11,12,13, 5,10,14, 4,17,13, 2,13,19,18,10,17,28,18,14,10, 5,15,21,14,17,18,25,28,26,27,10,14, 9,21,30,13,15,24, 1, 3,21,14,27,11, 3,21,11,14,22, 9,23,26,23,-99,
-99,15,11,23,16,19,22,14, 1, 3,27, 9, 8, 9, 6,22,17,18, 8, 9, 3,18, 3, 5,10,14,18,15,22,25,12,28,11, 6,22,11, 8,15,24, 8, 2, 6, 1, 9,27,18,14,15, 7, 5, 7,21,22, 9, 9,16, 6,10, 2,11, 6,26,22, 1, 3,15,11,23,14,18,14,27, 7,14,19, 5,15, 4, 3,21,20, 9,13,13, 2, 5,28,19,15,14,14,20,11, 7, 4,25, 6,26,19,-99,
-99, 3,15, 5, 1,22, 2,19,10,17, 6,13,21,25, 5,18,21,18,22, 5,21, 8,18, 6,12,12,24,15, 8, 1,13,11, 3,11,15,15,16,28, 5,26,16,22,22,21,18,10,10,23,12, 3,27, 4,23,28,21,18,11,28, 4, 2, 1,28,12,15,23,10,14,10,10, 2,19, 9,24,24, 1,25,18,10,19, 1,25, 1,16, 3,28,20,20,22,19, 7,24, 3,19, 7, 2,13,17,15, 6,-99,
-99,10,16, 9,18,23,16,19,20, 5,12,22,17, 8, 7,16,22, 6,19,13,12,10,20, 7,24,10,25, 9,22,25,23,11, 6,23,19,24, 1, 7,26,20,23, 9,26,12, 1, 4,27,22,21,18,19, 4,11,10,22,18,19, 3,27,24,27, 5,18,17,11, 9,24,12,27,21,15,21,13,12, 4,25,27,15,19,20,16, 9, 7,10, 2, 1,11, 4, 3,21,11,13,26,28, 1,20,20, 8, 3,-99,
-99,18,28, 2,23,25,13,10,21,12,24,11,15,23, 3,21,16,16, 5,27,19, 7,19, 1, 4,28,13,16,20, 4,24, 6, 6,23, 7,28,19, 4, 9,24,27,17,18,30,11,21,17,11,20,22, 9,11,12,11,23,15,11,19, 3,14,23,10,19,28,16,10,11,19,25,19,14, 7,19, 3, 3, 2, 7,19,12,27,12, 4,21, 8,14,15,22, 8, 6, 8,21,12, 1,24,23,17,17, 5, 7,-99,
-99,13, 7,20,19,26,22, 5,11,13,23, 6,11,19,21, 3,26, 6,17, 3,14, 6,23,18, 1,23,25,23,23,13,11, 1, 9, 2, 4,11,27,10,15,30,22,10,10, 4,28, 2,18, 9, 7,18,23, 4,24,17, 6,24,24, 2, 3,18,15,13, 3,23,26, 6, 6,24,27, 4,28,20,13, 9, 7,24,10,24,16, 1,14,11,16,21,11,21,28, 6,23,14, 8, 9,27,10,15, 8,27, 4,16,-99,
-99,10, 8,15,13, 4,24,20,28,17,27,15,30,24, 9,17,16,20, 9,28, 9, 3,13,16,23,11, 9,22, 3,20,25,18, 1,16, 4,13,20,11,16,19,12,15,17,12,10,10,28,10, 1, 9, 9, 9,23,30, 9,18,16,17,11,18,20,19, 7,20, 7,10,17,26, 5, 4,28,16,18,28,27,12, 9,27,21,21,19, 1,14,13,21,22,14, 8,22, 8, 9,14,11,30,17,17, 9, 5,26,-99,
-99,13, 9, 9,12,10, 8,10,21, 1,20,25, 5,22,25, 2,19, 2,23,16,21, 1,24, 2,26, 6,28,14, 6, 8,19,15, 4,11,23,15,20,14, 9,25,14,12,21, 3, 6, 2, 4, 8,15,11,23, 7,23, 2,20,20,19, 4, 5,24,23, 7,10,27,17, 4,25,21, 2, 5,17,27, 1,21, 1,18,22,17,25, 8,27,19,27, 5,21, 2,24,11, 5,12,19,28, 3,28,10, 3,16, 6,23,-99,
-99,17,23,23,27,23,16,28,30, 9,16, 8,17,26,10,27, 2, 2,28, 9,25, 5, 4,15,16, 6,26,25, 9,25, 2,15,13,24,10,12, 2,25,23,13,17,22, 4,17, 3,14,15,16,27,15, 8,23, 3,11, 9,18,17, 7,14, 9, 3,27,23,28,23,16,23,24,24, 1,21,13,22, 8, 1, 8,21,28,23,20,26, 2,26,28,24, 7, 1,12,25,14, 4,11,24,11,22,18,26,28,26,-99,
-99, 6,28, 2,18, 5, 9, 2,12,14,13,18,17,10, 3,14,21,27, 4, 5,22,12, 2,10,23,26,20,28,15, 1,28,24, 6,11, 9, 7,16,18,21,11,15, 5,13, 3,27,27,16, 3,25, 4, 8, 3,15, 9,12,21, 6,15,21, 5,15,20,28, 5, 2,21,23, 1,10,15,24, 8, 4, 8,10,14, 6, 9,16,15,12,23,17,11,30,12, 3,21,26,23,25,24,26, 9,12,12, 1,19,24,-99,
-99,22, 5,19, 1,20,10,22, 5,28, 2,21,14,26,27,14,20,14,25,22, 7, 6, 1,15,13,10,23, 9, 5, 7,27, 1,12,15, 3,12, 7,13,17,11,12, 3,15, 9,12,14,22,30,27, 2, 8, 5,19, 8,20,15, 2,26,23, 6, 5, 5,18,28,20,21,24,10,17,12,20,12,14,19,20, 9,16,25,11,14,26,19, 3,28,10, 6,14,11,15,21, 1, 3,25,18, 3,28,22,26, 9,-99,
-99,10, 9,13,21, 7, 3,24,15,18,20,10,15, 1,12,17,28,21, 6,26,16,21,18,16,23,26,17,25,26,11,22,18, 4,15, 2, 9, 5,16, 4, 3, 5,24,12, 4,24,23,30,30,28,10, 5,27,14, 6,14, 8,15,14,17,24,24,22,14,12, 8,27,20,12,15,23,27, 3,18,10, 6,26,17,10,17,28, 3, 5,26,16,10,11,23, 8, 8,23, 4, 4,17, 1,15, 8,27, 6,20,-99,
-99,13,12,18,28, 2,11, 5,11,11,26,27,10,28, 3, 7,27,24, 1, 6,30, 9,28, 2,24,16, 2,22,24,13,27,27,25,22,28,24, 7,22,13,17, 5,10,27,14,22,13,21,20,20, 5,25, 7,13,25, 8, 8,24,22, 1,19, 6,11, 1, 2, 5,12,10,23, 6, 6,12,10,27,22, 7,20, 7,11,24,10,16,20,16,28,28, 8,20, 8, 1, 4,10, 6,27,11,19,15,22,28, 9,-99,
-99,27,17,30,20,16,26,27,19,16, 9,14,25,24,18,25, 8, 1, 4,11, 8, 4,30,18,21,24,12,11,10, 5,23, 3,16,11, 6,19,10,15,17, 1,14,26,14,23, 5,15,19,24,16, 6, 6,23,21, 4,24,13,27, 7,23,21,24, 1,23,23,12,12,13,21,11, 2,21,24,11,19, 2,27, 5, 4,23, 4, 9,28,27,13,15, 6, 9,26,13, 4,18, 8,16,24,14,27,19,26, 4,-99,
-99, 1,11, 8, 9,21,26,10, 4,15,14,26,18, 6, 9,28,19,24, 6,27,21, 2,14,22,21, 2,17, 6,12,19, 3,15,20,26,23,28, 2, 4, 9, 5, 2, 6, 2, 4,12,23, 3,14, 2,20,12, 6,21,10,27,25,11,27, 2, 6,17,17,21,20,14,27,19,15, 2,12,20,16,17, 5,19,12,11, 5,25,12, 9,21,17,13, 2,27,10,24, 9,11, 1,26,11, 5,17,24, 3,20,23,-99,
-99,17,15,26, 4,15, 2, 6,27,25,10, 7, 8,18,27, 9, 3,12,19,24,19,28, 6,20, 9,17,24, 9,24,11,28,18,27,26,15,14,13, 1,19,23,25,12, 1,16,14,12, 8,28, 7,11,23,26,10,28, 1,18,28, 8,10,24,18,22,25,28,19,12,25, 3,24,15, 9, 4,11,22,19,24,17,11,23,23,21, 1, 4,14,12,16,15,12,24,24,19,25,17,15, 9, 8,10, 5,22,-99,
-99, 5, 4, 3,20,14, 8,11,21,24, 5,27, 2,25,27, 6,22,10, 5, 8,21,28, 3,23, 9,20,22,17,11, 3,21, 4,20,24,18,11, 9,25, 5,13, 4,21,11, 6, 1, 9,23,22,19,27, 1,23,11, 4,18,19, 7,11, 7,17,25,11,20,28, 7,22,23,27, 2,11,12, 6, 4,22,23, 4, 3, 1,26, 5,27,10,27, 9,13,28,11,19,22,17, 7,19,12,11, 2,18,16,24,16,-99,
-99,17,19,11, 6,22, 5,28, 9,19,12, 6,23,11,16, 5, 3,12, 5,26,15,26,26, 5,28, 9,15, 2,26,14, 9,26, 3,11, 8,20, 4,24, 4,13,26,15, 2,20,25, 1, 9,12,25,13, 9,11,22, 6,15,22,15,14, 7,24,27,27,21, 1,10,13, 5,25,20, 8,21,18,22,23,21,19, 7, 1,14, 3,25,22,25,19,11,12,12, 9,25, 2, 5, 7,28, 9,20,21, 5,24,18,-99,
-99,25, 3,10,26,24,16, 2,26, 7, 3,11,21,27,16,18, 1,11, 1,24,19, 9,25, 7,15,25,16,18, 1,20,13,18,28,15,12, 9,23,11,11,20,17,25,15,10, 7, 2,27, 8,12,11, 3,15, 3,28,21, 1, 8, 8,19, 8,12,15,26,23, 2,21, 4, 8, 3,14,27,20,10,13,13,16,27,23, 7,22,17,10, 8,19,21, 1, 3,28,20, 5, 7,15,20,16,22, 5, 8,25,12,-99,
-99,23,22,10,14,15, 7,10,14, 5, 4,21,26,20,14,18,22, 6, 2, 8, 5, 5,13,23,20,16,11,13,20, 2,21, 3,24,14,24,21,12,14, 2, 9,18, 5, 1,28, 8,26, 1,13, 3, 2,21,19, 6, 5,14, 9,20, 8, 5,23,21,25,25,17,22, 4,21,17,18,23,26,19,11,10, 2,19, 8, 2,15,10,15, 7,13, 5,11,26,25,14, 5, 2, 8,25,10,16,25, 4, 4,18,20,-99,
